date;client_id;ab_group;is_view_ads;cnt_view_ads;is_adds_ads;cnt_adds_ads;sum_adds_ads;is_orders_ads;cnt_orders_ads;sum_orders_ads;
2024-07-28;100834;control;1;1;0;0;0;0;0;0;
2024-07-25;98046;control;1;2;1;2;268;0;0;0;
2024-07-27;14914283;control;1;2;0;0;0;0;0;0;
2024-07-29;519303;control;1;1;0;0;0;0;0;0;
2024-07-24;1092201;control;1;1;0;0;0;0;0;0;
2024-07-29;543060416;control;1;1;0;0;0;0;0;0;
2024-07-29;68894019;control;1;1;0;0;0;0;0;0;
2024-07-28;2892045;control;1;1;0;0;0;0;0;0;
2024-07-30;15511595;control;1;7;0;0;0;0;0;0;
2024-07-27;6829598;control;1;2;1;4;476;1;2;381;
2024-07-28;86012;control;1;1;0;0;0;0;0;0;
2024-07-28;10681361;control;1;1;0;0;0;0;0;0;
2024-07-24;682148946;control;1;1;0;0;0;0;0;0;
2024-07-30;829102293;control;1;1;0;0;0;0;0;0;
2024-07-28;1220463;control;1;1;0;0;0;0;0;0;
2024-07-25;8146136;control;1;1;0;0;0;0;0;0;
2024-07-25;3298590;control;1;1;0;0;0;0;0;0;
2024-07-24;25893;control;1;1;0;0;0;0;0;0;
2024-07-28;10310566;control;1;1;0;0;0;0;0;0;
2024-07-26;530058;control;1;1;0;0;0;0;0;0;
2024-07-25;84118;control;1;1;0;0;0;0;0;0;
2024-07-29;886548230;control;1;1;0;0;0;0;0;0;
2024-07-25;2095124;control;1;1;0;0;0;0;0;0;
2024-07-27;95944601;control;1;3;1;2;304;1;1;244;
2024-07-26;68153622;control;1;1;0;0;0;0;0;0;
2024-07-27;3641425;control;1;1;0;0;0;0;0;0;
2024-07-24;4952;control;1;1;0;0;0;0;0;0;
2024-07-24;816904115;control;1;1;1;3;387;1;1;310;
2024-07-27;56984;control;1;1;0;0;0;0;0;0;
2024-07-28;11064801;control;1;1;0;0;0;0;0;0;
2024-07-24;64246;control;1;1;0;0;0;0;0;0;
2024-07-30;669189412;control;1;1;0;0;0;0;0;0;
2024-07-29;68362198;control;1;1;0;0;0;0;0;0;
2024-07-26;81314283;control;1;1;0;0;0;0;0;0;
2024-07-29;2324826;control;1;1;0;0;0;0;0;0;
2024-07-25;2993080;control;1;1;0;0;0;0;0;0;
2024-07-25;8529314;control;1;2;0;0;0;0;0;0;
2024-07-29;492180;control;1;1;0;0;0;0;0;0;
2024-07-27;34556815;control;1;2;1;3;367;1;1;331;
2024-07-24;21621158;control;1;1;0;0;0;0;0;0;
2024-07-26;32425;control;1;1;0;0;0;0;0;0;
2024-07-24;60060983;control;1;1;1;1;165;1;0;0;
2024-07-25;2015606;control;1;3;0;0;0;0;0;0;
2024-07-28;68151495;control;1;1;1;3;511;1;1;511;
2024-07-29;4402050;control;1;4;0;0;0;0;0;0;
2024-07-27;815498043;control;1;1;0;0;0;0;0;0;
2024-07-24;1512068;control;1;1;0;0;0;0;0;0;
2024-07-25;522480;control;1;2;0;0;0;0;0;0;
2024-07-26;305914;control;1;3;0;0;0;0;0;0;
2024-07-30;6991180;control;1;1;0;0;0;0;0;0;
2024-07-28;685155231;control;1;2;0;0;0;0;0;0;
2024-07-24;1150642;control;1;1;0;0;0;0;0;0;
2024-07-29;65013331;control;1;1;0;0;0;0;0;0;
2024-07-30;696540161;control;1;1;0;0;0;0;0;0;
2024-07-25;539880;control;1;2;0;0;0;0;0;0;
2024-07-29;66680049;control;1;1;0;0;0;0;0;0;
2024-07-29;642466;control;1;1;0;0;0;0;0;0;
2024-07-25;88561;control;1;1;0;0;0;0;0;0;
2024-07-25;62894248;control;1;1;0;0;0;0;0;0;
2024-07-28;544482948;control;1;1;0;0;0;0;0;0;
2024-07-25;185895;control;1;1;0;0;0;0;0;0;
2024-07-25;6222681;control;1;2;1;1;519;1;1;519;
2024-07-25;538835;control;1;2;0;0;0;0;0;0;
2024-07-29;669343312;control;1;1;0;0;0;0;0;0;
2024-07-27;66382054;control;1;2;0;0;0;0;0;0;
2024-07-30;1590403;control;1;2;0;0;0;0;0;0;
2024-07-29;68632153;control;1;7;0;0;0;0;0;0;
2024-07-28;1389963;control;1;1;0;0;0;0;0;0;
2024-07-29;54444243;control;1;3;0;0;0;0;0;0;
2024-07-27;6210;control;1;1;0;0;0;0;0;0;
2024-07-25;4329623;control;1;1;0;0;0;0;0;0;
2024-07-30;96150844;control;1;2;1;4;716;1;2;645;
2024-07-24;819413;control;1;2;0;0;0;0;0;0;
2024-07-27;35559;control;1;3;0;0;0;0;0;0;
2024-07-30;662411;control;1;4;0;0;0;0;0;0;
2024-07-29;556616;control;1;1;1;1;139;1;0;0;
2024-07-26;1626188;control;1;2;0;0;0;0;0;0;
2024-07-27;1439524;control;1;1;0;0;0;0;0;0;
2024-07-25;669649;control;1;1;0;0;0;0;0;0;
2024-07-27;286829;control;1;3;0;0;0;0;0;0;
2024-07-29;1360294;control;1;1;0;0;0;0;0;0;
2024-07-27;66850553;control;1;2;0;0;0;0;0;0;
2024-07-27;54966043;control;1;3;0;0;0;0;0;0;
2024-07-24;491829;control;1;2;0;0;0;0;0;0;
2024-07-27;86419142;control;1;1;1;3;407;1;1;407;
2024-07-25;4043548;control;1;1;0;0;0;0;0;0;
2024-07-26;10466281;control;1;1;0;0;0;0;0;0;
2024-07-27;69544963;control;1;1;0;0;0;0;0;0;
2024-07-28;362591;control;1;1;0;0;0;0;0;0;
2024-07-25;96698291;control;1;1;0;0;0;0;0;0;
2024-07-29;143303;control;1;1;0;0;0;0;0;0;
2024-07-27;510845;control;1;2;0;0;0;0;0;0;
2024-07-24;68419359;control;1;2;1;2;267;1;1;214;
2024-07-25;914668602;control;1;2;1;3;347;1;1;313;
2024-07-29;10504030;control;1;1;0;0;0;0;0;0;
2024-07-25;29349614;control;1;1;0;0;0;0;0;0;
2024-07-30;963580069;control;1;2;0;0;0;0;0;0;
2024-07-30;112305;control;1;1;0;0;0;0;0;0;
2024-07-25;6165891;control;1;2;1;1;129;1;1;129;
2024-07-27;5406982;control;1;2;0;0;0;0;0;0;
2024-07-26;682643948;control;1;3;1;5;457;1;2;412;
2024-07-30;28988;control;1;2;0;0;0;0;0;0;
2024-07-27;61513891;control;1;1;1;2;232;1;1;209;
2024-07-25;228893;control;1;3;0;0;0;0;0;0;
2024-07-26;1103521;control;1;2;0;0;0;0;0;0;
2024-07-27;42446032;control;1;1;0;0;0;0;0;0;
2024-07-25;621352;control;1;1;1;2;302;1;1;302;
2024-07-27;556691812;control;1;1;0;0;0;0;0;0;
2024-07-25;199506;control;1;1;0;0;0;0;0;0;
2024-07-24;8181163;control;1;1;0;0;0;0;0;0;
2024-07-26;669068196;control;1;2;0;0;0;0;0;0;
2024-07-27;6261059;control;1;2;1;1;306;1;1;306;
2024-07-30;6291945;control;1;1;1;1;169;1;0;0;
2024-07-25;45938334;control;1;3;0;0;0;0;0;0;
2024-07-27;65849981;control;1;1;0;0;0;0;0;0;
2024-07-24;1030133;control;1;1;0;0;0;0;0;0;
2024-07-24;6426583;control;1;1;0;0;0;0;0;0;
2024-07-24;55323189;control;1;2;0;0;0;0;0;0;
2024-07-28;610983;control;1;5;0;0;0;0;0;0;
2024-07-27;6615199;control;1;3;0;0;0;0;0;0;
2024-07-24;1510044;control;1;1;0;0;0;0;0;0;
2024-07-25;2569503;control;1;1;0;0;0;0;0;0;
2024-07-27;541215490;control;1;1;0;0;0;0;0;0;
2024-07-24;12990499;control;1;3;0;0;0;0;0;0;
2024-07-29;3092663;control;1;1;0;0;0;0;0;0;
2024-07-24;696534;control;1;1;0;0;0;0;0;0;
2024-07-29;8625418;control;1;5;0;0;0;0;0;0;
2024-07-25;6362902;control;1;1;1;2;478;1;1;431;
2024-07-29;939102814;control;1;1;1;1;129;1;0;0;
2024-07-29;1029828;control;1;1;0;0;0;0;0;0;
2024-07-28;3181196;control;1;2;0;0;0;0;0;0;
2024-07-28;145652;control;1;8;1;7;1183;0;0;0;
2024-07-25;23038;control;1;1;0;0;0;0;0;0;
2024-07-28;95800;control;1;2;1;1;299;0;0;0;
2024-07-26;66301099;control;1;1;1;1;119;1;0;0;
2024-07-24;908185;control;1;3;0;0;0;0;0;0;
2024-07-29;10981121;control;1;1;0;0;0;0;0;0;
2024-07-27;53001;control;1;1;0;0;0;0;0;0;
2024-07-24;96488361;control;1;1;1;2;1168;1;1;935;
2024-07-27;542103269;control;1;1;0;0;0;0;0;0;
2024-07-27;42621088;control;1;2;0;0;0;0;0;0;
2024-07-24;10825136;control;1;1;0;0;0;0;0;0;
2024-07-29;540333225;control;1;1;0;0;0;0;0;0;
2024-07-30;541810960;control;1;2;1;4;556;1;2;445;
2024-07-27;15544;control;1;1;0;0;0;0;0;0;
2024-07-28;1215290;control;1;1;0;0;0;0;0;0;
2024-07-24;82510;control;1;1;0;0;0;0;0;0;
2024-07-28;6892132;control;1;1;1;1;54;1;0;0;
2024-07-28;549506535;control;1;1;1;1;189;1;0;0;
2024-07-30;680424213;control;1;1;1;1;139;1;0;0;
2024-07-24;13211158;control;1;1;0;0;0;0;0;0;
2024-07-26;61849896;control;1;2;1;2;848;1;1;764;
2024-07-30;66531263;control;1;4;0;0;0;0;0;0;
2024-07-26;8303646;control;1;1;1;2;178;1;1;143;
2024-07-24;815535448;control;1;1;1;2;318;1;1;287;
2024-07-30;6612609;control;1;1;0;0;0;0;0;0;
2024-07-28;65106468;control;1;1;1;1;104;1;0;0;
2024-07-30;886593620;control;1;1;0;0;0;0;0;0;
2024-07-30;182188;control;1;1;0;0;0;0;0;0;
2024-07-26;688146319;control;1;1;1;1;71;1;0;0;
2024-07-24;6388454;control;1;2;0;0;0;0;0;0;
2024-07-26;106918;control;1;2;0;0;0;0;0;0;
2024-07-25;1603588;control;1;1;0;0;0;0;0;0;
2024-07-27;2326640;control;1;2;1;1;199;1;1;199;
2024-07-29;6106991;control;1;2;0;0;0;0;0;0;
2024-07-25;6090084;control;1;4;1;2;278;1;1;223;
2024-07-29;14390030;control;1;2;0;0;0;0;0;0;
2024-07-26;336201;control;1;1;0;0;0;0;0;0;
2024-07-24;6420538;control;1;2;1;4;796;1;2;717;
2024-07-25;353283;control;1;1;0;0;0;0;0;0;
2024-07-29;66953656;control;1;1;0;0;0;0;0;0;
2024-07-24;6553455;control;1;1;0;0;0;0;0;0;
2024-07-24;825434;control;1;2;0;0;0;0;0;0;
2024-07-25;69425400;control;1;3;0;0;0;0;0;0;
2024-07-28;68594809;control;1;1;0;0;0;0;0;0;
2024-07-24;836414;control;1;2;1;2;178;0;0;0;
2024-07-25;6849156;control;1;1;0;0;0;0;0;0;
2024-07-28;68066094;control;1;1;0;0;0;0;0;0;
2024-07-29;241800;control;1;2;0;0;0;0;0;0;
2024-07-26;683358122;control;1;3;0;0;0;0;0;0;
2024-07-27;5161846;control;1;3;0;0;0;0;0;0;
2024-07-30;2399181;control;1;1;0;0;0;0;0;0;
2024-07-24;951233;control;1;3;0;0;0;0;0;0;
2024-07-24;626484;control;1;1;0;0;0;0;0;0;
2024-07-27;934129850;control;1;1;1;3;767;1;1;767;
2024-07-30;54051620;control;1;1;1;2;288;1;1;231;
2024-07-30;812000;control;1;1;0;0;0;0;0;0;
2024-07-27;883354958;control;1;1;1;2;398;1;1;359;
2024-07-28;81212944;control;1;1;0;0;0;0;0;0;
2024-07-27;6328920;control;1;1;0;0;0;0;0;0;
2024-07-29;1033202;control;1;2;0;0;0;0;0;0;
2024-07-24;266609;control;1;2;0;0;0;0;0;0;
2024-07-29;44106690;control;1;3;0;0;0;0;0;0;
2024-07-26;520305481;control;1;2;1;5;945;1;2;756;
2024-07-30;69183508;control;1;1;0;0;0;0;0;0;
2024-07-27;32901365;control;1;1;0;0;0;0;0;0;
2024-07-28;60614226;control;1;1;0;0;0;0;0;0;
2024-07-27;288930;control;1;4;0;0;0;0;0;0;
2024-07-27;6935318;control;1;1;0;0;0;0;0;0;
2024-07-30;330696;control;1;1;0;0;0;0;0;0;
2024-07-27;1456182;control;1;1;0;0;0;0;0;0;
2024-07-28;85610255;control;1;1;0;0;0;0;0;0;
2024-07-24;12494413;control;1;1;0;0;0;0;0;0;
2024-07-30;61519;control;1;4;1;4;496;0;0;0;
2024-07-30;668686;control;1;4;0;0;0;0;0;0;
2024-07-26;206015;control;1;1;0;0;0;0;0;0;
2024-07-30;68306595;control;1;2;0;0;0;0;0;0;
2024-07-26;231622;control;1;4;0;0;0;0;0;0;
2024-07-26;543680553;control;1;5;0;0;0;0;0;0;
2024-07-28;11448224;control;1;1;0;0;0;0;0;0;
2024-07-24;54223999;control;1;1;0;0;0;0;0;0;
2024-07-29;54324443;control;1;1;0;0;0;0;0;0;
2024-07-29;542868282;control;1;1;1;4;846;1;2;846;
2024-07-24;54164812;control;1;1;0;0;0;0;0;0;
2024-07-26;542509296;control;1;1;1;2;268;1;1;268;
2024-07-30;6339596;control;1;1;0;0;0;0;0;0;
2024-07-26;542392913;control;1;16;1;10;1162;1;1;1162;
2024-07-24;541013868;control;1;1;1;2;548;1;1;548;
2024-07-29;61488939;control;1;1;0;0;0;0;0;0;
2024-07-30;921861;control;1;1;1;2;278;1;1;278;
2024-07-29;9669441;control;1;1;1;2;314;1;1;314;
2024-07-28;6489699;control;1;2;0;0;0;0;0;0;
2024-07-24;889024650;control;1;3;1;5;815;1;2;734;
2024-07-30;1619088;control;1;1;0;0;0;0;0;0;
2024-07-27;6189256;control;1;3;0;0;0;0;0;0;
2024-07-25;930344805;control;1;1;0;0;0;0;0;0;
2024-07-25;94640520;control;1;1;1;1;99;1;0;0;
2024-07-28;9649564;control;1;1;0;0;0;0;0;0;
2024-07-28;11586882;control;1;2;0;0;0;0;0;0;
2024-07-27;8620986;control;1;1;0;0;0;0;0;0;
2024-07-27;368;control;1;1;0;0;0;0;0;0;
2024-07-26;62881383;control;1;1;1;3;307;1;1;246;
2024-07-26;221109;control;1;2;0;0;0;0;0;0;
2024-07-24;692964502;control;1;1;1;5;1545;1;2;1391;
2024-07-29;25893620;control;1;1;0;0;0;0;0;0;
2024-07-26;8251034;control;1;3;0;0;0;0;0;0;
2024-07-29;668884912;control;1;1;1;1;249;1;0;0;
2024-07-24;853944;control;1;2;0;0;0;0;0;0;
2024-07-26;5030039;control;1;1;0;0;0;0;0;0;
2024-07-25;145152389;control;1;1;0;0;0;0;0;0;
2024-07-25;1023090;control;1;1;0;0;0;0;0;0;
2024-07-28;1028651;control;1;1;0;0;0;0;0;0;
2024-07-29;386421554;control;1;1;0;0;0;0;0;0;
2024-07-27;11268181;control;1;1;0;0;0;0;0;0;
2024-07-25;68512260;control;1;1;0;0;0;0;0;0;
2024-07-24;6429865;control;1;2;1;4;464;1;2;418;
2024-07-26;358348;control;1;1;1;3;337;0;0;0;
2024-07-25;548601149;control;1;1;1;1;99;1;0;0;
2024-07-28;68453;control;1;4;0;0;0;0;0;0;
2024-07-29;106639;control;1;1;0;0;0;0;0;0;
2024-07-26;10031;control;1;5;0;0;0;0;0;0;
2024-07-26;68858143;control;1;1;1;1;179;1;0;0;
2024-07-27;69855640;control;1;1;0;0;0;0;0;0;
2024-07-24;5409450;control;1;1;0;0;0;0;0;0;
2024-07-28;832966528;control;1;3;1;3;387;1;1;387;
2024-07-25;531626533;control;1;1;0;0;0;0;0;0;
2024-07-26;1054012;control;1;2;0;0;0;0;0;0;
2024-07-25;2130;control;1;1;0;0;0;0;0;0;
2024-07-27;3030295;control;1;1;0;0;0;0;0;0;
2024-07-24;669103009;control;1;1;1;1;89;1;0;0;
2024-07-24;63195182;control;1;1;1;1;182;1;0;0;
2024-07-24;231200435;control;1;3;1;1;82;1;1;82;
2024-07-27;2325668;control;1;1;0;0;0;0;0;0;
2024-07-25;84449263;control;1;1;0;0;0;0;0;0;
2024-07-25;665485;control;1;2;0;0;0;0;0;0;
2024-07-26;9656888;control;1;2;0;0;0;0;0;0;
2024-07-30;89355886;control;1;2;0;0;0;0;0;0;
2024-07-25;5089305;control;1;3;0;0;0;0;0;0;
2024-07-28;468230;control;1;1;0;0;0;0;0;0;
2024-07-28;5566;control;1;1;0;0;0;0;0;0;
2024-07-28;89230;control;1;1;0;0;0;0;0;0;
2024-07-26;3548383;control;1;2;0;0;0;0;0;0;
2024-07-30;1020636;control;1;2;0;0;0;0;0;0;
2024-07-28;6405045;control;1;2;0;0;0;0;0;0;
2024-07-28;1825260;control;1;4;0;0;0;0;0;0;
2024-07-30;554080155;control;1;2;1;6;1522;1;3;1218;
2024-07-27;10944981;control;1;1;0;0;0;0;0;0;
2024-07-26;852526;control;1;2;0;0;0;0;0;0;
2024-07-29;94392;control;1;2;0;0;0;0;0;0;
2024-07-26;236339;control;1;2;0;0;0;0;0;0;
2024-07-28;6352513;control;1;1;1;1;189;1;0;0;
2024-07-28;6152854;control;1;1;0;0;0;0;0;0;
2024-07-28;13418848;control;1;1;0;0;0;0;0;0;
2024-07-29;681408940;control;1;1;0;0;0;0;0;0;
2024-07-30;834012;control;1;2;1;4;636;0;0;0;
2024-07-24;1150552;control;1;1;0;0;0;0;0;0;
2024-07-29;536664859;control;1;1;0;0;0;0;0;0;
2024-07-25;1049616;control;1;4;0;0;0;0;0;0;
2024-07-29;41038;control;1;3;0;0;0;0;0;0;
2024-07-24;40609422;control;1;2;0;0;0;0;0;0;
2024-07-27;3186606;control;1;1;0;0;0;0;0;0;
2024-07-28;91650143;control;1;2;0;0;0;0;0;0;
2024-07-28;930648545;control;1;1;0;0;0;0;0;0;
2024-07-25;65458268;control;1;1;1;1;399;1;0;0;
2024-07-28;361359;control;1;4;0;0;0;0;0;0;
2024-07-27;11944149;control;1;2;0;0;0;0;0;0;
2024-07-26;5200000;control;1;4;0;0;0;0;0;0;
2024-07-29;69085655;control;1;1;0;0;0;0;0;0;
2024-07-28;66060;control;1;1;0;0;0;0;0;0;
2024-07-24;52654523;control;1;2;1;1;179;1;1;179;
2024-07-24;5696494;control;1;1;0;0;0;0;0;0;
2024-07-28;6894864;control;1;3;1;1;229;1;1;229;
2024-07-28;543092086;control;1;1;1;1;109;1;0;0;
2024-07-25;10821398;control;1;1;0;0;0;0;0;0;
2024-07-28;669690666;control;1;1;0;0;0;0;0;0;
2024-07-28;8620619;control;1;1;0;0;0;0;0;0;
2024-07-28;2034969;control;1;1;0;0;0;0;0;0;
2024-07-29;34264;control;1;1;0;0;0;0;0;0;
2024-07-28;5400811;control;1;1;0;0;0;0;0;0;
2024-07-29;55693844;control;1;1;1;1;129;1;0;0;
2024-07-26;9292631;control;1;1;0;0;0;0;0;0;
2024-07-30;5196082;control;1;1;0;0;0;0;0;0;
2024-07-29;686591;control;1;1;0;0;0;0;0;0;
2024-07-26;683235044;control;1;1;0;0;0;0;0;0;
2024-07-29;29881;control;1;2;0;0;0;0;0;0;
2024-07-30;61201599;control;1;2;1;1;79;1;1;79;
2024-07-26;66948240;control;1;7;0;0;0;0;0;0;
2024-07-27;6968904;control;1;1;0;0;0;0;0;0;
2024-07-25;29422;control;1;3;1;4;482;0;0;0;
2024-07-27;886150854;control;1;1;0;0;0;0;0;0;
2024-07-28;66332304;control;1;1;1;1;75;1;0;0;
2024-07-30;62040;control;1;1;0;0;0;0;0;0;
2024-07-30;69436450;control;1;4;1;4;316;1;2;316;
2024-07-24;6552911;control;1;1;1;10;1150;1;0;0;
2024-07-26;32539;control;1;1;0;0;0;0;0;0;
2024-07-26;11683621;control;1;1;1;2;135;1;1;122;
2024-07-29;89023469;control;1;1;0;0;0;0;0;0;
2024-07-30;891019822;control;1;1;0;0;0;0;0;0;
2024-07-26;6814335;control;1;4;1;3;297;1;1;268;
2024-07-27;3998346;control;1;1;0;0;0;0;0;0;
2024-07-26;65112;control;1;1;0;0;0;0;0;0;
2024-07-24;542626;control;1;2;1;2;208;1;1;188;
2024-07-28;109182;control;1;1;0;0;0;0;0;0;
2024-07-27;8340995;control;1;1;0;0;0;0;0;0;
2024-07-27;296966;control;1;1;0;0;0;0;0;0;
2024-07-26;438496;control;1;1;0;0;0;0;0;0;
2024-07-27;65284;control;1;1;1;2;268;1;1;242;
2024-07-24;690842;control;1;1;0;0;0;0;0;0;
2024-07-28;938800528;control;1;2;1;2;268;1;1;215;
2024-07-25;91064503;control;1;1;0;0;0;0;0;0;
2024-07-30;12266804;control;1;1;0;0;0;0;0;0;
2024-07-27;5539058;control;1;1;0;0;0;0;0;0;
2024-07-28;5442859;control;1;2;1;1;159;1;1;159;
2024-07-27;1023901;control;1;1;0;0;0;0;0;0;
2024-07-25;498452;control;1;1;0;0;0;0;0;0;
2024-07-25;524240951;control;1;1;1;1;42;1;0;0;
2024-07-25;66513458;control;1;2;0;0;0;0;0;0;
2024-07-28;1163534;control;1;1;0;0;0;0;0;0;
2024-07-24;696058309;control;1;1;0;0;0;0;0;0;
2024-07-28;23938025;control;1;1;0;0;0;0;0;0;
2024-07-27;962260864;control;1;2;1;1;129;1;1;129;
2024-07-28;69020559;control;1;1;0;0;0;0;0;0;
2024-07-26;2622;control;1;1;0;0;0;0;0;0;
2024-07-25;540212692;control;1;3;1;1;109;1;1;109;
2024-07-29;68013828;control;1;1;0;0;0;0;0;0;
2024-07-28;6213604;control;1;2;0;0;0;0;0;0;
2024-07-25;118692;control;1;1;0;0;0;0;0;0;
2024-07-27;66802449;control;1;1;0;0;0;0;0;0;
2024-07-28;81292032;control;1;1;0;0;0;0;0;0;
2024-07-27;3692;control;1;1;0;0;0;0;0;0;
2024-07-25;69504361;control;1;2;0;0;0;0;0;0;
2024-07-26;89638828;control;1;1;1;1;259;1;0;0;
2024-07-25;58341;control;1;2;0;0;0;0;0;0;
2024-07-29;4929329;control;1;1;0;0;0;0;0;0;
2024-07-29;681503893;control;1;2;1;1;103;1;1;103;
2024-07-27;811904;control;1;1;0;0;0;0;0;0;
2024-07-29;95362032;control;1;1;0;0;0;0;0;0;
2024-07-30;1249630;control;1;1;0;0;0;0;0;0;
2024-07-30;10296;control;1;1;0;0;0;0;0;0;
2024-07-25;356334;control;1;2;0;0;0;0;0;0;
2024-07-30;965089820;control;1;1;1;4;391;1;2;313;
2024-07-25;2350148;control;1;1;0;0;0;0;0;0;
2024-07-27;11545923;control;1;1;0;0;0;0;0;0;
2024-07-24;69195509;control;1;2;0;0;0;0;0;0;
2024-07-27;400612;control;1;1;1;1;189;0;0;0;
2024-07-26;89825;control;1;1;0;0;0;0;0;0;
2024-07-24;1363964;control;1;2;0;0;0;0;0;0;
2024-07-25;593261;control;1;1;0;0;0;0;0;0;
2024-07-29;14006525;control;1;1;1;1;149;1;0;0;
2024-07-25;4090466;control;1;1;0;0;0;0;0;0;
2024-07-27;81913921;control;1;2;1;1;519;1;1;519;
2024-07-28;926254;control;1;1;1;1;99;1;0;0;
2024-07-28;526202;control;1;1;0;0;0;0;0;0;
2024-07-29;54020940;control;1;2;1;2;198;1;1;198;
2024-07-26;6601091;control;1;1;0;0;0;0;0;0;
2024-07-24;6812621;control;1;1;0;0;0;0;0;0;
2024-07-24;90956006;control;1;3;1;3;357;1;1;357;
2024-07-30;8442386;control;1;4;0;0;0;0;0;0;
2024-07-24;5583;control;1;3;0;0;0;0;0;0;
2024-07-24;94919256;control;1;1;0;0;0;0;0;0;
2024-07-24;5066694;control;1;1;0;0;0;0;0;0;
2024-07-25;316516;control;1;1;0;0;0;0;0;0;
2024-07-25;681405440;control;1;1;0;0;0;0;0;0;
2024-07-30;20930;control;1;1;0;0;0;0;0;0;
2024-07-29;6824630;control;1;1;0;0;0;0;0;0;
2024-07-29;68310529;control;1;2;0;0;0;0;0;0;
2024-07-30;93018551;control;1;10;1;6;418;1;3;418;
2024-07-29;11343;control;1;1;0;0;0;0;0;0;
2024-07-26;83394944;control;1;1;0;0;0;0;0;0;
2024-07-29;68808290;control;1;1;1;2;201;1;1;181;
2024-07-30;1246;control;1;4;0;0;0;0;0;0;
2024-07-27;94266545;control;1;1;0;0;0;0;0;0;
2024-07-28;544698;control;1;2;1;2;258;1;1;258;
2024-07-27;899450;control;1;1;0;0;0;0;0;0;
2024-07-30;1243255;control;1;1;0;0;0;0;0;0;
2024-07-26;8601929;control;1;4;0;0;0;0;0;0;
2024-07-28;88506232;control;1;1;0;0;0;0;0;0;
2024-07-27;80934100;control;1;1;1;2;328;1;1;263;
2024-07-29;968288051;control;1;1;0;0;0;0;0;0;
2024-07-27;6434810;control;1;1;1;1;109;1;0;0;
2024-07-27;325880;control;1;2;0;0;0;0;0;0;
2024-07-27;431914;control;1;1;0;0;0;0;0;0;
2024-07-30;968601683;control;1;1;0;0;0;0;0;0;
2024-07-30;313934;control;1;4;0;0;0;0;0;0;
2024-07-24;6663459;control;1;2;0;0;0;0;0;0;
2024-07-26;214505;control;1;1;0;0;0;0;0;0;
2024-07-30;695288;control;1;1;0;0;0;0;0;0;
2024-07-25;468932;control;1;3;0;0;0;0;0;0;
2024-07-25;8644;control;1;1;0;0;0;0;0;0;
2024-07-30;22505546;control;1;1;0;0;0;0;0;0;
2024-07-24;64355254;control;1;1;0;0;0;0;0;0;
2024-07-30;150;control;1;1;0;0;0;0;0;0;
2024-07-25;6845392;control;1;1;0;0;0;0;0;0;
2024-07-29;93524508;control;1;2;1;2;283;1;1;255;
2024-07-26;93803460;control;1;1;0;0;0;0;0;0;
2024-07-25;813149940;control;1;1;0;0;0;0;0;0;
2024-07-29;68584628;control;1;1;1;2;288;1;1;231;
2024-07-27;149033;control;1;1;0;0;0;0;0;0;
2024-07-28;10928952;control;1;1;0;0;0;0;0;0;
2024-07-30;486541;control;1;1;0;0;0;0;0;0;
2024-07-29;69650013;control;1;2;0;0;0;0;0;0;
2024-07-29;12006528;control;1;4;0;0;0;0;0;0;
2024-07-29;1086139;control;1;1;0;0;0;0;0;0;
2024-07-30;9006639;control;1;1;0;0;0;0;0;0;
2024-07-25;68413599;control;1;1;1;2;801;1;1;721;
2024-07-28;54092496;control;1;1;0;0;0;0;0;0;
2024-07-26;2989222;control;1;1;0;0;0;0;0;0;
2024-07-24;545325311;control;1;2;0;0;0;0;0;0;
2024-07-24;52313688;control;1;1;0;0;0;0;0;0;
2024-07-28;962599;control;1;1;1;2;178;0;0;0;
2024-07-25;94548;control;1;2;0;0;0;0;0;0;
2024-07-24;34440910;control;1;2;0;0;0;0;0;0;
2024-07-24;69608150;control;1;1;0;0;0;0;0;0;
2024-07-26;35524198;control;1;1;0;0;0;0;0;0;
2024-07-24;6263858;control;1;1;1;1;159;1;0;0;
2024-07-28;2539858;control;1;1;0;0;0;0;0;0;
2024-07-25;114262;control;1;4;0;0;0;0;0;0;
2024-07-28;1422994;control;1;2;0;0;0;0;0;0;
2024-07-25;653211;control;1;1;0;0;0;0;0;0;
2024-07-27;88223311;control;1;1;1;1;159;1;0;0;
2024-07-24;38931301;control;1;2;0;0;0;0;0;0;
2024-07-30;85422801;control;1;3;1;5;541;1;2;541;
2024-07-26;18862495;control;1;1;0;0;0;0;0;0;
2024-07-30;351445824;control;1;1;0;0;0;0;0;0;
2024-07-29;412061;control;1;1;1;3;567;0;0;0;
2024-07-27;31664822;control;1;1;0;0;0;0;0;0;
2024-07-28;11964582;control;1;1;0;0;0;0;0;0;
2024-07-30;92543013;control;1;1;1;1;189;1;0;0;
2024-07-29;110354;control;1;3;1;2;448;0;0;0;
2024-07-30;12045;control;1;1;0;0;0;0;0;0;
2024-07-25;423643;control;1;2;1;4;549;0;0;0;
2024-07-24;525236;control;1;2;0;0;0;0;0;0;
2024-07-25;890280568;control;1;1;0;0;0;0;0;0;
2024-07-27;545025462;control;1;2;1;1;149;1;1;149;
2024-07-25;434223;control;1;2;0;0;0;0;0;0;
2024-07-28;89946329;control;1;1;0;0;0;0;0;0;
2024-07-24;69436089;control;1;1;1;1;119;1;0;0;
2024-07-27;909080350;control;1;1;1;2;408;1;1;327;
